date,no,no2,o3,so2,pm2_5,pm10,nh3,AQI_no2,AQI_so2,AQI_o3,AQI_pm2_5,issues,remedies,AQI
2021-03-26 05:00:00,6.26,34.96,130.18,55.79,26.316720314102792,133.02,21.53,32.370370370370374,74.7375,225.72340425531917,80.59128272244186,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",225.72340425531917
2021-03-26 06:00:00,3.86,26.73,174.52,51.98,26.37567354061288,131.59,19.25,24.75,69.975,272.8936170212766,80.71725115515572,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",272.8936170212766
2021-03-26 07:00:00,1.52,10.97,175.95,24.08,13.04634902668223,79.04,11.78,10.157407407407408,33.44444444444444,274.4148936170213,52.23578851855177,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",274.4148936170213
2021-03-26 08:00:00,1.3,9.34,171.66,19.31,10.52315093205051,69.45,10.13,8.648148148148149,26.819444444444443,269.8510638297872,43.84646221687713,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",269.8510638297872
2021-03-26 09:00:00,1.27,9.51,167.37,18.6,9.488521806798488,66.82,9.5,8.805555555555555,25.833333333333336,265.2872340425532,39.53550752832704,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",265.2872340425532
2021-03-26 10:00:00,1.4,11.31,161.65,19.55,9.146593093039982,66.78,9.5,10.472222222222223,27.15277777777778,259.20212765957444,38.110804554333264,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",259.20212765957444
2021-03-26 11:00:00,1.62,16.11,151.63,22.65,9.618218905120678,69.54,10.26,14.916666666666666,31.45833333333333,248.54255319148936,40.07591210466949,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",248.54255319148936
2021-03-26 12:00:00,1.29,22.28,137.33,25.51,10.05447278129532,71.84,11.27,20.62962962962963,35.43055555555556,233.32978723404256,41.89363658873051,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",233.32978723404256
2021-03-26 13:00:00,0.66,65.8,77.96,42.92,19.094950066617145,115.32,21.53,62.5531914893617,58.650000000000006,123.19999999999999,65.16014971499389,"Aggravation of respiratory conditions (asthma, bronchitis)(O3)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",123.19999999999999
2021-03-26 14:00:00,0.34,98.71,22.35,60.56,34.09559855210876,187.74,34.45,97.56382978723403,80.7,20.31818181818182,97.21281741903582,Increased respiratory symptoms in sensitive individuals(NO2),"Limit outdoor activities, use air purifiers indoors.",97.56382978723403
2021-03-26 15:00:00,5.09,100.08,3.22,68.67,46.048365227028874,244.36,43.06,99.02127659574468,90.8375,2.9272727272727272,126.62091306757219,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",126.62091306757219
2021-03-26 16:00:00,20.79,94.59,0.15,77.25,61.897940174265734,314.07,52.69,93.18085106382979,100.56818181818181,0.13636363636363635,153.41996851277145,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",153.41996851277145
2021-03-26 19:00:00,31.29,82.25,0.01,48.64,60.046808861849,304.64,34.45,80.0531914893617,65.8,0.00909090909090909,152.44568887465738,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",152.44568887465738
2021-03-26 20:00:00,18.77,70.6,0.04,36.24,49.81842406234893,254.34,26.09,67.6595744680851,50.300000000000004,0.03636363636363636,136.04606015587234,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",136.04606015587234
2021-03-26 21:00:00,14.98,58.95,0.07,31.95,46.773489913102935,237.25,23.31,55.265957446808514,44.375,0.06363636363636364,128.43372478275734,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",128.43372478275734
2021-03-26 22:00:00,15.42,48.67,0.04,30.28,46.78822821973046,234.73,22.8,45.06481481481482,42.05555555555556,0.03636363636363636,128.47057054932617,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",128.47057054932617
2021-03-26 23:00:00,20.12,40.78,0.01,29.33,48.931178003372125,240.03,23.56,37.75925925925926,40.73611111111111,0.00909090909090909,133.82794500843033,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",133.82794500843033
2021-03-27 02:00:00,95.67,42.84,0.4,53.88,80.96930895027884,377.24,45.6,39.66666666666667,72.35,0.36363636363636365,163.45753102646256,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",163.45753102646256
2021-03-27 03:00:00,146.63,61.01,3.35,67.71,95.54549420489785,441.71,51.17,57.45744680851064,89.63749999999999,3.0454545454545454,171.12920747626202,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",171.12920747626202
2021-03-27 04:00:00,13.52,78.83,94.41,101.09,40.211995802530275,188.21,25.59,76.41489361702128,111.40454545454546,171.02499999999998,112.02998950632569,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",171.02499999999998
2021-03-27 05:00:00,10.17,70.6,151.63,103.95,42.42274179665853,195.35,23.56,67.6595744680851,112.70454545454545,248.54255319148936,117.55685449164632,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",248.54255319148936
2021-03-27 06:00:00,6.04,57.58,234.6,98.23,48.67178380672774,216.9,20.77,53.80851063829787,110.10454545454546,316.8780487804878,133.17945951681935,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",316.8780487804878
2021-03-27 07:00:00,1.66,17.31,240.33,40.53,24.005753834907384,124.04,13.68,16.027777777777775,55.6625,319.67317073170733,75.65332016005851,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",319.67317073170733
2021-03-27 08:00:00,1.01,10.45,228.88,28.37,18.985886597573483,106.33,11.53,9.675925925925926,39.40277777777778,314.08780487804876,64.92710811447326,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",314.08780487804876
2021-03-27 09:00:00,0.98,10.88,226.02,28.85,18.811974579368734,107.28,11.53,10.074074074074074,40.06944444444444,312.69268292682926,64.55550123796738,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",312.69268292682926
2021-03-27 10:00:00,1.05,12.51,211.72,28.61,18.166436749083275,108.49,11.78,11.583333333333334,39.73611111111111,305.7170731707317,63.176146899750584,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",305.7170731707317
2021-03-27 11:00:00,1.12,16.79,197.41,30.28,17.89819956846238,110.84,12.41,15.546296296296296,42.05555555555556,297.24468085106383,62.602990530902524,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",297.24468085106383
2021-03-27 12:00:00,0.8,22.96,173.09,31.95,17.627014726515984,112.84,13.43,21.25925925925926,44.375,271.3723404255319,62.023535740418765,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",271.3723404255319
2021-03-27 13:00:00,0.38,75.4,92.98,51.02,29.55030478818106,170.16,24.57,72.76595744680851,68.775,167.45000000000002,87.50065125679714,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",167.45000000000002
2021-03-27 14:00:00,2.01,126.12,14.84,76.29,53.20528692535342,279.27,41.04,109.66153846153847,100.13181818181819,13.49090909090909,144.51321731338356,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",144.51321731338356
2021-03-27 15:00:00,16.76,123.38,0.16,87.74,75.27737493072995,379.29,52.18,108.6076923076923,105.33636363636363,0.14545454545454545,160.46177627933156,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",160.46177627933156
2021-03-28 02:00:00,168.09,98.71,0.41,105.86,221.9854267624067,940.53,69.92,97.56382978723403,113.57272727272728,0.3727272727272727,271.58542676240666,"Severe symptoms (unconsciousness, death)(pm2_5)","Evacuate to fresh air, seek medical attention immediately.",271.58542676240666
2021-03-28 03:00:00,221.73,127.49,3.84,117.3,251.34118590310445,1051.54,73.97,110.18846153846154,118.77272727272727,3.4909090909090907,300.94118590310444,"Severe symptoms (unconsciousness, death)(pm2_5)","Evacuate to fresh air, seek medical attention immediately.",300.94118590310444
2021-03-28 04:00:00,35.76,165.88,73.67,209.81,126.16285239291147,523.5,36.99,124.95384615384616,160.00420168067228,108.9,187.24360652258497,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",187.24360652258497
2021-03-28 05:00:00,16.09,152.17,197.41,225.07,126.97345925742515,520.91,28.37,119.68076923076923,166.41596638655463,297.24468085106383,187.6702417144343,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",297.24468085106383
2021-03-28 06:00:00,6.15,98.71,377.66,198.36,133.6440168370415,538.18,19.51,97.56382978723403,155.19327731092437,386.66341463414636,191.18106149317973,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",386.66341463414636
2021-03-28 07:00:00,1.38,19.71,297.55,75.34,46.41092757006591,228.6,12.79,18.25,99.17500000000001,347.5853658536586,127.52731892516478,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",347.5853658536586
2021-03-28 08:00:00,0.85,10.63,257.49,41.49,28.64242509992572,172.81,11.02,9.842592592592593,56.862500000000004,328.0439024390244,85.56073739300368,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",328.0439024390244
2021-03-28 09:00:00,0.91,11.48,246.05,37.19,25.992477568297314,167.71,10.01,10.62962962962963,51.4875,322.4634146341464,79.89845634251563,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",322.4634146341464
2021-03-28 10:00:00,1.16,16.28,231.74,38.62,25.361678044639383,168.03,10.89,15.074074074074074,53.275,315.4829268292683,78.55059411247731,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",315.4829268292683
2021-03-28 11:00:00,1.4,25.02,217.44,45.3,26.187023215780602,172.71,12.67,23.166666666666668,61.625,308.5073170731707,80.31415217047137,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",308.5073170731707
2021-03-28 12:00:00,1.05,35.99,188.83,51.5,26.178180231804088,174.21,14.06,33.324074074074076,69.375,288.1170212765958,80.29525690556429,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",288.1170212765958
2021-03-28 13:00:00,0.24,69.92,143.05,73.43,35.15970429061583,214.09,22.29,66.93617021276596,96.78750000000001,239.41489361702128,99.486547629521,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",239.41489361702128
2021-03-29 02:00:00,2.85,55.52,26.11,41.49,52.49784820723239,246.6,36.48,51.61702127659575,56.862500000000004,23.736363636363635,142.74462051808098,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",142.74462051808098
2021-03-29 03:00:00,15.42,62.38,29.33,52.93,56.45066204473371,267.47,40.03,58.91489361702128,71.1625,26.66363636363636,150.55298002354405,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",150.55298002354405
2021-03-29 04:00:00,13.64,61.69,70.81,64.85,55.984931555304016,265.94,38.0,58.180851063829785,86.0625,99.40625,150.3078587133179,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",150.3078587133179
2021-03-29 05:00:00,9.72,67.86,145.91,83.92,65.08436206713593,301.27,39.01,64.74468085106383,103.6,242.45744680851064,155.09703266691363,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",242.45744680851064
2021-03-29 06:00:00,6.2,76.77,283.24,119.21,89.43499227712734,389.98,39.52,74.22340425531914,119.64090909090909,340.6048780487805,167.91315383006702,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",340.6048780487805
2021-03-29 07:00:00,2.68,28.45,234.6,62.94,33.95705846981005,184.75,17.48,26.34259259259259,83.675,316.8780487804878,96.91679160215823,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",316.8780487804878
2021-03-29 08:00:00,1.57,16.79,231.74,39.58,25.55622369212267,152.19,11.4,15.546296296296296,54.474999999999994,315.4829268292683,78.96628994043306,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",315.4829268292683
2021-03-29 09:00:00,1.29,14.22,223.16,31.47,21.102307429285606,134.45,9.5,13.166666666666668,43.70833333333333,311.29756097560977,69.44937484890087,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",311.29756097560977
2021-03-29 10:00:00,1.43,17.14,208.86,30.99,19.19222289035879,126.77,10.01,15.87037037037037,43.041666666666664,304.3219512195122,65.36799762897176,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",304.3219512195122
2021-03-29 11:00:00,1.84,29.82,203.13,44.82,21.591619209319326,136.49,13.17,27.61111111111111,61.025,301.52682926829266,70.49491284042591,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",301.52682926829266
2021-03-29 12:00:00,1.5,52.78,188.83,71.53,26.5938004787002,157.72,17.48,48.870370370370374,94.4125,288.1170212765958,81.18333435619701,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",288.1170212765958
2021-03-29 13:00:00,0.5,135.72,105.86,111.58,50.09550422694634,270.47,34.45,113.35384615384615,116.17272727272727,199.65,136.73876056736586,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",199.65
2021-03-29 14:00:00,2.4,202.89,15.74,135.42,80.32966644264441,415.36,54.72,139.18846153846152,127.0090909090909,14.309090909090909,163.120877075076,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",163.120877075076
2021-03-29 15:00:00,21.91,180.96,0.04,135.42,96.32662445615648,488.66,64.34,130.75384615384615,127.0090909090909,0.03636363636363636,171.540328661135,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",171.540328661135
2021-03-29 16:00:00,27.27,132.98,0.01,109.67,90.69953898576868,464.83,62.32,112.3,115.30454545454546,0.00909090909090909,168.57870472935193,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",168.57870472935193
2021-03-29 17:00:00,24.59,105.56,0.01,88.69,81.1343779845071,417.38,57.25,101.75384615384615,105.76818181818182,0.00909090909090909,163.54440946553007,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",163.54440946553007
2021-03-29 18:00:00,20.79,95.96,0.01,71.53,70.31940858123164,360.59,48.13,94.63829787234042,94.4125,0.00909090909090909,157.8523203059114,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",157.8523203059114
2021-03-29 19:00:00,23.92,85.68,0.01,57.22,63.822763019820066,322.22,36.48,83.70212765957447,76.525,0.00909090909090909,154.43303316832635,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",154.43303316832635
2021-03-30 02:00:00,54.09,50.04,0.81,58.65,72.09979602183628,349.59,49.65,46.333333333333336,78.3125,0.7363636363636364,158.78936632728227,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",158.78936632728227
2021-03-30 03:00:00,75.1,56.89,5.9,61.04,64.6628464975888,335.24,48.64,53.07446808510638,81.3,5.363636363636364,154.875182367152,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",154.875182367152
2021-03-30 04:00:00,14.08,40.1,47.92,35.76,22.3196915567189,167.8,25.84,37.12962962962963,49.666666666666664,43.56363636363636,72.0506229844421,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",72.0506229844421
2021-03-30 05:00:00,5.53,25.36,95.84,30.99,18.06032094136512,169.76,19.25,23.48148148148148,43.041666666666664,174.60000000000002,62.94940372086564,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",174.60000000000002
2021-03-30 06:00:00,2.49,15.94,141.62,26.7,21.429497836416587,227.01,15.83,14.75925925925926,37.08333333333333,237.8936170212766,70.1484996504628,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",237.8936170212766
2021-03-30 07:00:00,0.73,6.08,174.52,16.69,24.592338438682752,224.13,13.3,5.62962962962963,23.180555555555557,272.8936170212766,76.90670606556144,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",272.8936170212766
2021-03-30 08:00:00,0.68,5.91,185.97,16.93,21.0993597679601,173.33,11.53,5.472222222222222,23.51388888888889,285.0744680851064,69.44307642726517,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",285.0744680851064
2021-03-30 09:00:00,0.67,5.83,173.09,13.11,16.613019230542488,150.75,9.5,5.398148148148148,18.208333333333332,271.3723404255319,59.856878697740356,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",271.3723404255319
2021-03-30 10:00:00,0.69,7.2,177.38,14.9,17.043377784066124,154.09,9.5,6.666666666666667,20.694444444444443,275.93617021276594,60.77644825655155,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",275.93617021276594
2021-03-30 11:00:00,0.66,10.45,191.69,19.55,20.512775164184735,161.08,11.4,9.675925925925926,27.15277777777778,291.1595744680851,68.18969052176226,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",291.1595744680851
2021-03-30 12:00:00,0.44,14.22,180.24,21.7,21.974815181634888,155.72,13.05,13.166666666666668,30.138888888888886,278.97872340425533,71.313707653066,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",278.97872340425533
2021-03-30 13:00:00,0.08,21.94,155.93,29.56,27.389669036586376,174.11,17.73,20.314814814814817,41.05555555555555,253.11702127659575,82.88390819783413,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",253.11702127659575
2021-03-31 02:00:00,0.98,34.96,75.82,39.58,20.925447749755346,113.46,28.12,32.370370370370374,54.474999999999994,116.06666666666665,69.07146955075929,"Aggravation of respiratory conditions (asthma, bronchitis)(O3)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",116.06666666666665
2021-03-31 03:00:00,4.64,36.67,80.82,42.44,19.041892162758067,107.27,28.12,33.9537037037037,58.05,132.73333333333332,65.04677812555143,"Aggravation of respiratory conditions (asthma, bronchitis)(O3)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",132.73333333333332
2021-03-31 04:00:00,5.31,31.19,107.29,42.92,16.26814285545848,95.74,25.33,28.87962962962963,58.650000000000006,201.37234042553192,59.119963366364274,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",201.37234042553192
2021-03-31 05:00:00,3.97,25.36,143.05,42.92,15.979272045559055,92.65,23.31,23.48148148148148,58.650000000000006,239.41489361702128,58.502718046066356,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",239.41489361702128
2021-03-31 06:00:00,2.54,19.54,181.68,39.1,15.69040123565963,88.04,20.27,18.09259259259259,53.875,280.51063829787233,57.88547272576844,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",280.51063829787233
2021-03-31 07:00:00,1.03,7.97,177.38,15.74,5.226203530119203,41.05,8.87,7.37962962962963,21.86111111111111,275.93617021276594,21.775848042163346,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",275.93617021276594
2021-03-31 08:00:00,0.92,6.94,174.52,12.64,3.2483227807057884,31.83,7.09,6.4259259259259265,17.555555555555557,272.8936170212766,13.534678252940786,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",272.8936170212766
2021-03-31 09:00:00,0.89,7.03,175.95,12.28,3.0184051973164494,30.34,7.03,6.5092592592592595,17.055555555555554,274.4148936170213,12.576688322151874,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",274.4148936170213
2021-03-31 10:00:00,0.94,8.23,174.52,13.11,3.4192871375850395,31.65,7.66,7.620370370370371,18.208333333333332,272.8936170212766,14.247029739937666,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",272.8936170212766
2021-03-31 11:00:00,1.03,11.14,170.23,15.5,3.6492047209743794,32.14,8.49,10.314814814814815,21.52777777777778,268.32978723404256,15.205019670726582,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",268.32978723404256
2021-03-31 12:00:00,0.8,14.74,165.94,18.12,3.666890688927405,31.73,8.99,13.648148148148149,25.166666666666668,263.7659574468085,15.278711203864187,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",263.7659574468085
2021-03-31 13:00:00,0.24,23.99,155.93,29.09,5.762677891360994,41.13,11.91,22.212962962962962,40.40277777777778,253.11702127659575,24.011157880670808,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",253.11702127659575
2021-04-01 02:00:00,0.95,30.5,85.83,43.87,8.144388242368507,52.25,24.32,28.24074074074074,59.8375,149.43333333333334,33.93495100986878,"Aggravation of respiratory conditions (asthma, bronchitis)(O3)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",149.43333333333334
2021-04-01 03:00:00,3.86,29.47,87.26,43.87,7.604966219801211,51.21,23.31,27.287037037037035,59.8375,153.15,31.687359249171717,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",153.15
2021-04-01 04:00:00,4.14,22.62,104.43,38.15,5.258627804699752,41.36,20.01,20.944444444444446,52.6875,196.07500000000002,21.910949186248967,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",196.07500000000002
2021-04-01 05:00:00,3.1,17.82,131.61,35.29,5.0405008666124305,39.6,17.73,16.5,49.013888888888886,227.24468085106383,21.002086944218462,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",227.24468085106383
2021-04-01 06:00:00,1.93,13.37,164.51,31.47,5.809840472569064,40.96,15.96,12.37962962962963,43.70833333333333,262.24468085106383,24.207668635704437,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",262.24468085106383
2021-04-01 07:00:00,1.13,7.97,165.94,19.07,2.841545517786188,27.62,9.63,7.37962962962963,26.48611111111111,263.7659574468085,11.839772990775785,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",263.7659574468085
2021-04-01 08:00:00,1.01,7.11,163.08,16.21,2.0633629278530408,24.2,7.92,6.583333333333334,22.51388888888889,260.72340425531917,8.597345532721004,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",260.72340425531917
2021-04-01 09:00:00,0.92,7.03,165.94,15.5,2.0957872024335895,24.23,7.73,6.5092592592592595,21.52777777777778,263.7659574468085,8.732446676806624,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",263.7659574468085
2021-04-01 10:00:00,1.03,8.74,163.08,16.93,2.0279909919469894,24.37,7.6,8.092592592592593,23.51388888888889,260.72340425531917,8.44996246644579,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",260.72340425531917
2021-04-01 11:00:00,1.27,12.85,157.36,20.03,2.151792767618171,25.74,8.04,11.898148148148147,27.819444444444446,254.63829787234044,8.965803198409047,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",254.63829787234044
2021-04-01 12:00:00,1.06,18.17,150.2,23.13,2.558570030537772,28.14,9.12,16.824074074074076,32.125,247.02127659574467,10.66070846057405,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",247.02127659574467
2021-04-01 13:00:00,0.43,39.07,118.73,34.81,6.41116338297195,48.37,15.33,36.175925925925924,48.34722222222222,213.54255319148936,26.71318076238313,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",213.54255319148936
2021-04-02 01:00:00,0.06,45.24,33.62,47.21,15.684505913008621,86.83,30.91,41.88888888888889,64.0125,30.56363636363636,57.872875882497055,Increased respiratory symptoms in sensitive individuals(SO2),"Avoid strenuous outdoor activities, use air purifiers indoors.",64.0125
2021-04-02 02:00:00,6.65,61.69,21.82,61.99,22.07503566670204,118.41,37.49,58.180851063829785,82.48750000000001,19.836363636363636,71.52785398867957,Increased respiratory symptoms in sensitive individuals(SO2),"Avoid strenuous outdoor activities, use air purifiers indoors.",82.48750000000001
2021-04-02 03:00:00,18.77,63.75,38.27,73.43,24.801622392793558,131.98,38.51,60.37234042553192,96.78750000000001,34.79090909090909,77.35389400169564,Increased respiratory symptoms in sensitive individuals(SO2),"Avoid strenuous outdoor activities, use air purifiers indoors.",96.78750000000001
2021-04-02 04:00:00,15.42,60.32,75.82,82.02,22.73236414228951,120.4,33.95,56.72340425531915,102.73636363636363,116.06666666666665,72.93240201343912,"Aggravation of respiratory conditions (asthma, bronchitis)(O3)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",116.06666666666665
2021-04-02 05:00:00,10.17,55.52,131.61,87.74,25.170080058481602,127.71,31.16,51.61702127659575,105.33636363636363,227.24468085106383,78.14119670615727,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",227.24468085106383
2021-04-02 06:00:00,5.48,43.87,205.99,85.83,26.8649853206466,128.97,26.35,40.62037037037037,104.46818181818182,302.9219512195122,81.76278914668077,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",302.9219512195122
2021-04-02 07:00:00,2.01,15.08,185.97,33.85,6.9240564536097065,46.07,10.64,13.962962962962964,47.013888888888886,285.0744680851064,28.85023522337378,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",285.0744680851064
2021-04-02 08:00:00,1.57,11.48,180.24,24.32,4.147359484984613,34.35,7.79,10.62962962962963,33.77777777777778,278.97872340425533,17.28066452076922,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",278.97872340425533
2021-04-02 09:00:00,1.45,11.31,175.95,22.65,3.130416327685614,30.85,7.28,10.472222222222223,31.45833333333333,274.4148936170213,13.043401365356726,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",274.4148936170213
2021-04-02 10:00:00,1.61,13.37,168.8,23.6,2.78848761392711,30.82,7.73,12.37962962962963,32.77777777777778,266.8085106382979,11.618698391362958,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",266.8085106382979
2021-04-02 11:00:00,1.93,19.54,161.65,28.13,3.457606734816596,34.69,9.12,18.09259259259259,39.06944444444444,259.20212765957444,14.406694728402485,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",259.20212765957444
